delovno_mesto;placilo;lokacija;opis;st_prostih_mest;trajanje;delovnik;sifra 
DELO NA BENCINSKEM SERVISU;5,00 €/h neto;MATERIJA;Na bencinskem servisu išèejo študenta  za pomoè in prodajo. Pogoj: nad 18 let.; 1 ; DLJE ÈASA; Izmensko; 269781
STREŽBA HRANE IN PIJAÈE;5,00 €/h neto;ŠKOFIJE;Prijaznost, ustrežljivost, veselje do dela z gosti, osnovno znanje Italjanskega jezika, zaželeno tudi angleškega jezika. Zaželene izkušnje s strežbo, vendar niso pogoj. Minimalna starost 20 let.; 1 ; DLJE ÈASA; Izmensko; 269735
INŠTRUKCIJE;7,61 €/h neto;MURSKA SOBOTA;Podjetje išèe inštruktorja/ico fizike. Nudijo prilagodljiv delovni èas, nagrade in brezplaèna izobraževanja. Prijave sprejemajo preko spletne strani,   navedene v podrobnostih oglasa.; 1 ; DLJE ÈASA; Po dogovoru; 269723
POMOÈ V KUHINJI;5,07 €/h neto;SINJA GORICA (PRI VRHNIKI);Prijetna ekipa išèe pomoè ob sobotah in ob veèjih rezervacijah med tednom. Priprava enostavnih jedi in pomoè pri pripravi jedi po naroèilu, èišèenje in priprava živil, roèno in strojno pomivanje posode in jedilnega pribora,  vzdrževanje reda in èistoèe, druga dela po navodilih nadrejenega. Toèen urnik je stvar dogovora. Zaželjene izkušnje.(stimulacija).; 2 ; PO DOGOVORU; Izmensko; 269718
DELO NA TERENU;4,22 €/h neto;MENGEŠ;INŠTALACIJE. Išèejo študenta/ko z izkušnjami na telekomunikacijah (inštalacije in priklop storitev). Pogoja: starost nad 18 let in vozniški izpit B kategorije.; 1 ; PO DOGOVORU; Dopoldan; 269687
INŠTRUKCIJE;7,61 €/h neto;NOVA GORICA;Podjetje išèe inštruktorja/ico kemije. Nudijo prilagodljiv delovni èas, nagrade in brezplaèna izobraževanja. Prijave sprejemajo preko spletne strani, navedene v podrobnostih oglasa.; 1 ; DLJE ÈASA; Po dogovoru; 269587
STREŽBA;5,00 €/h neto;PRADE;Podjetje išèe osebo za strežbo. Pogoj je starost nad 18 let.; 1 ; DLJE ÈASA; Izmensko; 269580
PRODAJA<strong>SVETOVANJE PRI PRODAJI</strong>;4,65 €/h neto;LJUBLJANA KOSEZE;Podjetje potrebuje osebo za delo v drogeriji. Delo bo potekalo po potrebi, po predhodnem dogovoru.; 1 ; DLJE ÈASA, PO DOGOVORU; Izmensko; 269575
POMOÈ V STREŽBI;4,00 €/h neto;MARIBOR;Kavarna išèe dve osebi za pomoè v strežbi.; 2 ; DLJE ÈASA; Po dogovoru; 269550
STREŽBA;5,00 €/h neto;LJUBLJANA ZALOG;Zaželene so delovne izkušnje v šanku.; 2 ; PO DOGOVORU; Izmensko; 269542
DELO NA TERENU<strong>DOSTAVA</strong>;4,00 €/h neto;MARIBOR - SAVINJSKA REGIJA;Dostava zelenjave po terenu. Dela se ponoèi, s prièetkom ob 2. uri zjutraj. Ob nedeljah se ne dela. Pogoja sta starost nad 18 let in vozniški izpit.; 1 ; DLJE ÈASA; Po dogovoru; 269539
STREŽBA HRANE IN PIJAÈE;5,07 €/h neto;PORTOROŽ;Išèejo resne in samoiniciativne študente/ke za delo na bazenu z željo pridobivanja novih izkušenj v 5* luksuznem hotelu in verigi. Ponujajo redno plaèilo, prehrano na delovnem mestu in fleksibilen urnik. Pogoja: polnoletnost in znanje angleškega jezika. Prijaves prejejamajo na email ali na kontaktno številko. Možnost kasnejše redne zaposlitve.; 5 ; DLJE ÈASA; Med vikendom; 269505
STREŽBA;5,00 €/h neto;LJUBLJANA;Potrebujejo polnoletno osebo za delo v strežbi. Pogoj so izkušnje.; 1 ; DLJE ÈASA; Izmensko; 269471
DELO V DELAVNICI<strong>IZDELAVA EMBALAŽE</strong>;4,00 €/h neto;KNEŽAK;Podjetje potrebuje kandidata za izdelavo lesne embalaže.; 1 ; DLJE ÈASA; Dopoldan; 269457
TELEFONIST;4,48 €/h neto;LJUBLJANA ŠIŠKA;Podjetje išèe telefoniste. Delo zajema telekomunikacijo s strankami, vzpostavitev dolgoroènega odnosa s strankami, analizo strankinih potreb, administrativna dela povezana s komunikacijo, priporoèilo primernih produktov in sklenitev posla.; 10 ; DLJE ÈASA; Po dogovoru; 269440
TELEFONIST;4,00 €/h neto;LJUBLJANA BTC;Nemška multinacionalka (slovensko podjetje) išèe natanène, energiène, odgovorne in zanesljive študent-e/ke za delo v klicnem centru. Ne gre za prodajo po telefonu, ampak za dogovarjanje terminov z strankami (delo obsega tudi administracijo). Izkušnje niso potrebne. Plaèilo: 4,73 EUR/H + STIMULACIJA. Možnost kasnejše redne zaposlitve.; 8 ; DLJE ÈASA, MOŽNOST KASNEJŠE ZAPOSLITVE; Izmensko; 269431
POMOÈ V KUHINJI;5,00 €/h neto;LJUBLJANA;Se želiš pridružiti prijetni ekipi? Išèejo kandidate za pomoè v kuhinji. Za veè informacij poklièite ali pošljite e-mail.; 2 ; DO 30.9., LAHKO DLJE; Izmensko; 269383
STREŽBA HRANE IN PIJAÈE;5,50 €/h neto;LJUBLJANA;Se želiš pridružiti prijetni ekipi? V strežbi nudijo delo za študente. Za veè informacij poklièite ali pošljite e-mail.; 2 ; DO 30.9., LAHKO DLJE; Izmensko; 269382
STREŽBA HRANE IN PIJAÈE;4,00 €/h neto;RUŠE;Strežba hrane in pijaèe. Zaželene so izkušnje, prijaznost, komunikativnost, predvsem pa veselje do dela. Odpiralni èas okrepèevalnice je do 17. ure, pomoè je potrebna popoldan. Poleg urne postavke je možna tudi stimulacija.; 2 ; PO DOGOVORU; Popoldan; 269379
POMOÈ V TRGOVINI;4,22 €/h neto;LJUBLJANA BTC;Podjetje v prijeten kolektiv vabi študenta/tko, ki bi bil pripravljen pomagati v najveèji ekološki trgovini v Sloveniji. Delo obsega pomoè v trgovini ter pripravo zdravih obrokov.; 2 ; 3 MESECE; Po dogovoru; 269376
STREŽBA HRANE IN PIJAÈE;6,00 €/h neto;BOHINJSKA BISTRICA;Podjetje išèe osebo za strežbo. Izkušnje niso potrebne. Pogoj je straost nad 18 let.; 1 ; DLJE ÈASA; Izmensko; 269327
DELO S STRANKAMI;4,65 €/h neto;LJUBLJANA BRDO;Potrebujejo svetovalce v kontaktnem centru za izvajanje dohodnih in izhodnih klicev. Pogoji: obvladovanje komunikacijskih vešèin, izkušnje v kontaktnem centru, komunikativnost, fleksibilnost, pozitivna naravnanost. Delo poteka v prijetnem ter mladem kolektivu. Redno plaèilo in dodatno meseèno variabilno izplaèilo. Možnost kasnejše zaposlitve.; 5 ; DLJE ÈASA; Po dogovoru; 269317
STREŽBA;5,00 €/h neto;VIR PRI DOMŽALAH;Zaželene izkušnje, stimulacija do 8 € bruto.; 1 ; DLJE ÈASA; Izmensko; 269274
STREŽBA;4,00 €/h neto;SENOVO;; 2 ; PO DOGOVORU; Izmensko; 269248
KLICNI CENTER;4,73 - 9,47 €/H BRUTO;LJUBLJANA - BTC;Delo v klicnem centru poteka 2 do 3x na teden po 6 ur. Urnik poteka v dveh izmenah, je fleksibilen ter prilagodljiv študijskim obveznostim. Delo poteka v mladem in sprošèenem kolektivu. Išèejo zanesljive, natanène in ciljno usmerjene študente. Prièetek dela po dogovoru. Prijave in CV pošljite na e-mail.; 2 ; DLJE ÈASA; Izmensko; 269241
STREŽBA;5,00 €/h neto;PTUJ;Podjetje potrebuje polnoletni, komunikativni in zanesljivi osebi za delo v strežbi. Dela se dopoldan in popoldan, oz. po dogovoru. Interesenti naj poklièejo na kontakt podjetja.; 2 ; ÈEZ SEZONO; Po dogovoru; 269223
POMOÈ V STREŽBI;5,00 €/h neto;MIRNA;; 2 ; PO DOGOVORU; Dopoldan; 269202
INFORMATIKA<strong>ANALITSKA DELA</strong>;15,00 €/h neto;KAMNIK;Išèejo izkušenega analitika, ki obvlada naslednje zadeve: Google Analytics, CRO (conversion rate optimization), AOV (average order value), UI (user interface), UX (user experience) Gre torej za optimizacijo prodajne strani.; 1 ; DO 30.11.2018, MOŽNOST PODALJŠANJA; Dopoldan; 269201
PROGRAMIRANJE;15,00 €/h neto;KAMNIK;Mlado hitro rastoèe podjetje išèe izkušenega programerja na podroèju spletnega programiranja: HTML, CSSr,  Javascript, PHP. Gre za razvoj blagovnih znamk ter prodor na tuje trge.V podjetju dela 10 mladih ljudi, ki vsi verjamejo v globalni uspeh blagovne znamke.; 2 ; DLJE ÈASA; Dopoldan; 269196
PARKIRANJE VOZIL;4,20 €/h neto;KOPER;Podjetje išèe veè oseb za pretovarjane vozil v Luki Koper. Pogoji: starost nad 18 let, izpit B kategorije, nekaznovanost. Urnik je prilagodljiv. Plaèilo znaša od 4,97 do 8,40 €/h bruto. Možnost napredovanja.; 5 ; DLJE ÈASA; Po dogovoru; 269171
KLICNI CENTER;5,00 €/h neto;LJUBLJANA;Podjetje išèe komunikativne in odgovorne študente/ke, da se pridružijo prijaznemu kolektivu za delo v klicnem studiu. Delo obsega pridobivanje novih naroènikov mobilne telefonije ter ostalih storitev. Izvaja se v dopoldanskem ali popoldanskem èasu oz. po dogovoru. Izkušnje niso pogoj, so pa zaželene. Možnost kasnejše redne zaposlitve.; 10 ; DLJE ÈASA; Izmensko; 269167
STREŽBA;4,23 €/h neto;LJUBLJANA;Pogoj je starost nad 18 let. Vikendi so prosti.; 1 ; DLJE ÈASA; Popoldan; 269133
STREŽBA;4,22 €/h neto;HOÈE;Podjetje potrebuje dve polnoletni osebi za strežbo. Poleg urne postavke vam pripada tudi napitnina.; 2 ; DLJE ÈASA; Izmensko; 269117
STREŽBA;4,00 €/h neto;VOLIÈINA;Podjetje potrebuje osebo za strežbo pijaè. Pogoj je starost nad 18 let.; 1 ; PO DOGOVORU; Izmensko; 269114
BLAGAJNIK;4,65 €/h neto;LJ-RUDNIK;Za delo na blagajni /petek, sobota in nedelja/, potrebujejo dve osebi stari nad 20 let. Uvajanje je 2X po 4 ure.; 2 ; PO DOGOVORU; Med vikendom; 269049
ÈIŠÈENJE;5,00 €/h neto;LJUBLJANA;Èišèenje poslovnih prostorov 1x na teden (delovnik poteka po dogovoru). Zaželene izkušnje s èišèenjem. Prijavo pošlji na e-naslov.; 1 ; DLJE ÈASA; Po dogovoru; 269037
STREŽBA;OD 4,73 DO 5,92 € BRUTO/H.;PODÈETRTEK (OLIMJE);Podjetje potrebuje polnoletno, vestno in zanesljivo osebo za strežbo pijaèe v prestižni restavraciji. Urna postavka je od 4,73 do 5,92 € bruto/h.; 1 ; DLJE ÈASA; Popoldan; 268963
STREŽBA;5,00 €/h neto;LJUBLJANA;Pogoj je starost nad 22 let. Izkušnje so zaželene.; 1 ; PO DOGOVORU; Po dogovoru; 268927
POMOÈ V STREŽBI;5,00 €/h neto;SEŽANA ALI LOKEV;Pomoè v strežbi v hotelu ali baru. Urnik je po dogovoru.; 2 ; PO DOGOVORU; Po dogovoru; 268874
STREŽBA HRANE IN PIJAÈE;4,22 €/h neto;BENEDIKT;Pogoj so izkušnje z delom v gostinstvu. Zaželeno znanje nemškega jezika.; 4 ; DLJE ÈASA; Med vikendom; 268841
PRODAJA;4,00 €/h neto;LJUBLJANA;Išèejo študenta/ko za pomoè pri prodaji v trgovini s tekstilom. Delo poteka med tednom izmensko, sobote po dogovoru (urnik je prilagodljiv študijskim obveznostim). Poklièi ali pošlji prijavo na e-mail.; 1 ; DLJE ÈASA; Izmensko; 268834
DELO V PROIZVODNJI;4,50 €/h neto;SEVNICA;Za enostavna dela v proizvodnji potrebujejo vsaj dve osebi. So nasproti železniške postaje Sevnica.; 2 ; PO DOGOVORU; Dopoldan; 268784
POMOÈ V TRGOVINI<strong>DELO V KUHINJI</strong>;4,23 €/h neto; LJUBLJANA;Veèje trgovsko podjetje išèe veè èlanov za delo na blagajni ali peki in postrežbi pizz ali izdelavi in prodaji sendvièev ali polnjenju polic ali pomoè pri pomivanju posode. Od kandidatov/k prièakujejo odgovornost, zanesljivost, veselje do dela in èasovno razpoložljivost. Delovne izkušnje niso pogoj, so pa zaželene.; 6 ; DLJE ÈASA; Izmensko; 268758
PROGRAMIRANJE;9,29 €/h neto;TRZIN;Programer za izdelavo spletnih strani. So digitalna agencija, ki je znana po vrhunskih rešitvah. Njihove izdelke uporabljajo znana slovenska podjetja. Èe rad/a programiraš in bi rad/a delal/a vrhunske spletne strani, pošlji svoj življenjepis na e-naslov. V poštev ne pridejo študentje, ki bi delali le èez poèitnice, prav tako ne osebe z manj kot eno leto izkušenj na tem podroèju.; 1 ; DLJE ÈASA; Dopoldan; 268741
STREŽBA;4,31 €/h neto;KAMNIK - PODGORJE;Podjetje iz Podgorja pri Kamniku za delo v lokalu potrebuje dve simpatièni, komunikativni in resni osebi. Delovnik je med tednom fleksibilen, sobote delovne samo dopoldan.; 2 ; PO DOGOVORU; Izmensko; 268737
POMOÈ V KUHINJI;4,23 €/h neto;MOKRONOG;; 1 ; DLJE ÈASA; Popoldan; 268690
STREŽBA;5,00 €/h neto;MOKRONOG;Za delo v prijetnem lokalu potrebujejo polnoletno in komunikativno osebo. Delovnik bo po dogovoru.; 1 ; PO DOGOVORU; Po dogovoru; 268689
STREŽBA HRANE IN PIJAÈE;5,00 €/h neto;LJUBLJANA - CENTER;Potrebujejo natakarje/natakarice za delo v strežbi, ne v šanku. Delovne izkušnje so zaželene. Poznavanje vrst žganih pijaè in piva je prednost.; 2 ; DLJE ÈASA; Popoldan; 268683
STREŽBA;5,00 €/h neto;LJUBLJANA BTC;Pogoji: starost nad 18 let in izkušnje v gostinstvu. Prièetek dela je takoj.; 1 ; DLJE ÈASA; Izmensko; 268630
DELO NA BENCINSKEM SERVISU;4,00 €/h neto;ŠMARJE PRI JELŠAH;Podjetje išèe osebo za delo na bencinskem servisu (delo v trgovini, pomoè pri prodaji, v baru ter avtopralnici, polnjenje polic in skrb za èistoèo). Pogoja: starost nad 18 let ter resen odnos do dela.; 2 ; DLJE ÈASA; Izmensko; 268618
STREŽBA;5,92 €/h neto;VRHNIKA;Podjetje išèe pozitivni osebi z veseljem do dela. Zaželene izkušnje v strežbi. Pri plaèilu možna tudi stimulacija.  Poklièi ali pošlji prijavo na e-naslov.; 2 ; PO DOGOVORU; Po dogovoru; 268593
GRADBENA DELA;5,00 €/h neto;GROSUPLJE- LJUBLJANA;Podjetje išèe osebo za delo oz. pomoè na gradbišèu in delavnici, ki zajema razlièna lažja, obèasno težja fizièna dela. Zaželeno je, da je kandidat iz okolice Grosuplja ali Ljubljane in da ima vozniški izpit B kategorije. Delovni èas po dogovoru.; 1 ; 1 MESEC OZ PO DOGOVORU; Izmensko; 268591
PROGRAMIRANJE;PO DOGOVORU;KRANJ;Pogoji: znanje  Visual Studio.net 2017 (VB,C#, ASP, Angular), poznavanje mobilnih naprav, sposobnost logiènega sklepanja, timskega dela, dinamiènost, natanènost, komunikativnost ... Priložnost za uèenje in spoznavanje novih tehnologij. Prijavo pošlji na e-naslov ali poklièi.; 1 ; DLJE ÈASA; Dopoldan; 268562
LAŽJA FIZIÈNA DELA;5,00 €/h neto;LJUBLJANA;Za pomoè pri gradbenih delih potrebujejo polnoletne osebe. Pogoj je starost nad 18 let. Kandidati naj bodo tehniène smeri, saj bodo delali z napravami in stroji. Možna tudi kasnejša zaposlitev.; 2 ; DLJE ÈASA; Dopoldan; 268521
DELO NA TERENU;PO DOGOVORU;ÈRNOMELJ;Pogoj je starost nad 19 let. Pomožna tesarska in krovska dela. Delo poteka veèinoma na višini(na strehi) ter na terenu. Zaželen je izpit B kategorije, vozila zagotovijo v podjetju. Ne zahtevajo nobenih predhodnih izkušenj.; 3 ; PO DOGOVORU; Dopoldan; 268514
STREŽBA;5,07 €/h neto;LJUBLJANA;V ljubljanskem lokalu išèejo sodelavca/ko za delo v strežbi. V  lokalu strežejo kavo, doma narejene ledene èaje, koktejle, širok izbor domaèih in tujih piv, nekaj hrane, odvija se veliko kulturnih dogodkov in elektronske glasbe) Pogoj je starost nad 18 let.; 2 ; PO DOGOVORU; Izmensko; 268512
LAŽJA FIZIÈNA DELA;5,07 €/h neto;LJUBLJANA;Podjetje išèe osebo za lažja fizièna dela na terenu. Pogoja sta starost nad 18 let in vozniški izpit B kategorije. Zaželene so izkušnje z vožnjo kombija, znanje anglešèine, komunikativnost in organiziranost. Na e-mail pošljite kratek življenjepis ter delovne izkušnje.; 4 ; PO DOGOVORU-DLJE ÈASA; Po dogovoru; 268462
DELO NA BENCINSKEM SERVISU;4,00 €/h neto;TREBNJE;Za delo na bencinskem servisu potrebujejo polnoletno osebo.; 1 ; DLJE ÈASA; Izmensko; 268460
DELO NA TERENU<strong>DOSTAVA HRANE</strong>;4,48 €/h neto;LJUBLJANA;Dostava hrane s skuterjem (50 ccm), ob slabem vremenu z avtom. Pogoji: starost nad 20 let, vozniški izpit B kategorije, izkušnje z vožnjo avtomobila ter skuterja, poznavanje Ljubljane in veselje do dela. Delo bo potekalo med tednom in med vikendi. Javite se samo resni in marljivi kadidati.; 1 ; DLJE ÈASA; Po dogovoru; 268459
DELO NA TERENU;4,50 €/h neto;TRZIN;Podjetje potrebuje polnoletno osebo za razvoz hrane s službenim vozilom. Pogoj: vozniški izpit B-kategorije.; 1 ; DLJE ÈASA; Po dogovoru; 268429
STREŽBA;4,50 €/h neto;MARIBOR CENTER;Kavarna išèe študente/-ke za pomoè v strežbi. Dela poteka veèinoma v dopoldanskem èasu med ponedeljkom in petkom. Zaželene izkušnje; 3 ; PO DOGOVORU; Dopoldan; 268410
STREŽBA;5,00 €/h neto;KRIŽEVCI PRI LJUTOMERU;Podjetje potrebuje osebi za strežbo. Pogoja sta urejenost in prijaznost.; 2 ; DLJE ÈASA; Izmensko; 268340
POMOÈ V STREŽBI;PO DOGOVORU;CELJE;Išèejo osebo za pomoè v strežbi. Zaželene so izkušnje. Urna postavka je  po dogovoru, oziroma se boste zanjo dogovorili ob prièetku dela.; 1 ; PO DOGOVORU; Po dogovoru; 268318
STREŽBA;4,30 €/h neto;LJUBLJANA;Društvo potrebuje polnoletne osebe za samostojno delo v strežbi. Izkušnje so pogoj.; 4 ; PO DOGOVORU; Izmensko; 268313
PROGRAMIRANJE;5,07 €/h neto;LJUBLJANA - ÈRNUÈE;Podjetje iz Ljubljane išèe osebe za razvoj naprednih, zahtevnih in varnih spletnih in drugih rešitev na podroèju e-poslovanja in upravljanja poslovnih procesov (BPM, workflow) v okolju Microsoft.NET. Pogoj je starost nad 20 let. Prijave sprejemajo na e-mail.; 2 ; DLJE ÈASA; Dopoldan; 268278
POMOÈ V STREŽBI;4,50 €/h neto;LJUBLJANA;Išèejo osebe z izkušnjami v strežbi za samostojno delo. Nudijo urejeno delovno mesto in stimulativno plaèilo.; 2 ; PO DOGOVORU; Po dogovoru; 268244
STREŽBA;4,00 €/h neto;RAÈE;Podjetje potrebuje polnoletno osebo za strežbo. Zaželene so izkušnje. Pogojia sta komunikativnost in veselje do dela z ljudmi. Nedelje so proste.; 1 ; PO DOGOVORU, NEDELJE PROSTE; Izmensko; 267727
DELO V KUHINJI;4,50 €/h neto;RADOVLJICA;Pripravljanje in èišèenje živil, èišèenje delovnih prostorov in pripomoèkov ter posode, pomoè pri kuhanju in razdeljevanju hrane. Delo poteka v dveh izmenah.; 2 ; DLJE ÈASA; Izmensko; 268236
STREŽBA;6,00 €/h neto;LJUBLJANA CENTER;Strežba hrane in pijaèe. Zaželene so izkušnje v strežbi in starost nad 18 let.; 6 ; DLJE ÈASA; Po dogovoru; 268228
POMOÈ V STREŽBI;5,50 €/h neto;TRBOVLJE;Išèejo polnoletno osebo za pomoè v strežbi. Prijave z življenjepisom pošljite na e-mail, za ostala vprašanja poklièite ali pošljite e-mail.; 1 ; PO DOGOVORU; Izmensko; 268189
VALEJ/VALEJKA;5,07 €/h neto;GROSUPLJE;Potrebujejo polnoletno osebo za delo valeja/jke. Delo poteka v prijetnem okolju in mladem kolektivu. K urni postavki se prištejeta tudi stimulacija in malica. Pogoja: komunikativnost in prijaznost. Prijave sprejemajo po telefonu in elektronski pošti.; 1 ; DLJE ÈASA; Izmensko; 268174
STREŽBA HRANE IN PIJAÈE;6,00 €/h neto;DOMŽALE, RODICA;Pivnica iz okolice Domžal išèe polnoletno osebo za delo v strežbi hrane in pijaèe, zato so nujne izkušnje pri tovrstnem delu.; 1 ; PO DOGOVORU; Po dogovoru; 268158
STREŽBA;5,00 €/h neto;LJUBLJANA POLJE;Zahteve: zanesljivost, natanènost, samoiniciativnost, prijaznost in veselje do dela z ljudmi. Zaželene so izkušnje, niso pa pogoj. Nudijo urejen urnik in redno plaèilo. Prièetek dela je èim prej oziroma po dogovoru. Poklièi.; 2 ; DLJE ÈASA; Izmensko; 268102
STREŽBA;4,22 €/h neto;BRESTANICA;Potrebujejo osebi za strežbo v prijetni kavarni-slašèièarni.; 2 ; PO DOGOVORU; Po dogovoru; 268056
STREŽBA HRANE IN PIJAÈE;4,50 €/h neto;LIPA (BELTINCI);Strežba in priprava pijaè ter strežba hitro pripravljenih jedi. Za prijavo poklièite.; 2 ; DLJE ÈASA; Izmensko; 268023
POMOÈ V STREŽBI;PO DOGOVORU;ILIRSKA BISTRICA;Strežba v dinamiènem kolektivu modernega lokala. Išèejo bariste, barmane in strežno osebje. Izkušnje so zaželene, niso pa nujne. Plaèilo je po dogovoru, saj zajema tudi malico in povraèilo stroškov prevoza. .Za dodatne informacije so vam na voljo. Možnost kasnejše zaposlitve.; 4 ; PO DOGOVORU; Po dogovoru; 268016
SOBAR/ICA;4,48 €/h neto;LJUBLJANA;Priprava sob za goste. Išèejo zanesljivo in natanèno osebo. Zaželene so izkušnje.; 1 ; DLJE ÈASA; Dopoldan; 267999
POMOÈ V KUHINJI;4,48 €/h neto;LJUBLJANA;Podjetje išèe zanesljivega študenta/ko za pomoè v kuhinji. Izkušnje so zaželene. Delo poteka veèinoma v dopoldanski izmeni.; 1 ; DLJE ÈASA; Po dogovoru; 267996
STREŽBA;5,32 €/h neto;LJUBLJANA - ŠENTVID;Išèejo študente/ke za delo v baru, kjer se družijo športniki po konèanem treningu. Èe se rad/a med delom zabavaš in smeješ, je to pravo delo zate. Pridruži se njihovi ekipi.; 3 ; DLJE ÈASA; Izmensko; 267993
PREVAJANJE;8,50 €/h neto;PODGORJE;Za pomoè prevajanja tekstov za tuje trge išèejo študente, ki bi znali katerega izmed jezikov: poljski, èeški, slovaški jezik.; 2 ; DLJE ÈASA; Dopoldan; 267959
DELO V SKLADIŠÈU;4,00 €/h neto;LJUBLJANA ÈRNUÈE;Podjetje potrebuje veè študentov za delo v skladišèu: komisioniranje,  razkladanje, ostala dela po navodilih vodje. Pogoji: vestnost, pridnost, poštenost in zanesljivost. Zaželene so izkušnje z delom v skladišèu in starost nad 18 let.; 5 ; DLJE ÈASA; Dopoldan; 267936
POMOÈ V STREŽBI;6,00 €/h neto;NOVO MESTO;Za delo v strežbi potrebujejo prijazno, komunikativno in polnoletno osebo, ki ima veselje do dela z ljudmi. Delo bo po dogovoru. Možna tudi redna zaposlitev. Plaèilo: 7,1 € bruto/h, med vikendi 8,28 € bruto/h.; 2 ; PO DOGOVORU; Po dogovoru; 267935
VZDRŽEVANJE;4,00 €/h neto;ÈRNUÈE;Podjetje potrebuje nekaj študentov/študentk za pomoè pri vzdrževanju - lažja fizièna dela in ostala dela po navodilih vodje  Pogoji: vestnost, pridnost, poštenost in zanesljivost.; 2 ; DLJE ÈASA; Dopoldan; 267925
ADMINISTRATIVNA DELA;4,65 €/h neto;LJUBLJANA;Podjetje potrebuje polnoletno osebo za delo administrativno-komercialna dela. Potrebne so izkušnje s tovrstnim delom in poznavanje programov Microsoft Office (Word, Excel). Prijavo s kratko predstavitvijo pošljite na e-naslov. Možnost redne zaposlitve.; 1 ; DLJE ÈASA; Dopoldan; 267915
STREŽBA HRANE IN PIJAÈE;4,73 €/h neto;LJUBLJANA - ŽELEZNIŠKA POSTAJA;V restavraciji s hitro prehrano išèejo pridne, zanesljive in samoiniciativne študente in dijake. Nudijo redno plaèilo in fleksibilen urnik (delo lahko prilagodiš študijskim obveznostim).; 10 ; DLJE ÈASA; Po dogovoru; 267914
STREŽBA;4,22 €/h neto;LJUBLJANA;Podjetje išèe veè polnoletnih, urejenih in komunikativnih oseb za delo v strežbi v prijetnem lokalu. Delo poteka med tednom izmensko, obèasno tudi ob sobotah, nedelje in prazniki so prosti. Zaželene so izkušnje, niso pa pogoj.; 2 ; DLJE ÈASA; Izmensko; 267886
STREŽBA;5,00 €/h neto;LJUBLJANA BEŽIGRAD;Strežba za šankom v dnevnem baru. Pogoja sta starost nad 18 let in komunikativnost, zaželene izkušnje. Ob nedeljah in praznikih je lokal zaprt. Za veè informacij poklièi.; 1 ; DLJE ÈASA; Izmensko; 267866
STREŽBA;5,92 €/h neto;IZOLA;Podjetje išèe veè oseb za strežbo.   Pogoji: starost nad 18 let, izkušnje. Plaèilo od 7,00 €/h do 10,00 €/h bruto.; 3 ; DLJE ÈASA; Izmensko; 267849
STREŽBA;5,92 €/h neto;IZOLA;Podjetje išèe veè oseb za strežbo na dogodkih. Pogoji: starost nad 18 let, izkušnje. Plaèilo od 7,00 €/h  do 10 €/h bruto.; 3 ; PO DOGOVORU - OBÈASNO DELO; Izmensko; 267848
PRAVNE STORITVE;6,00 €/h neto;LJUBLJANA - ZAGREB;Išèejo absolventa/tko prava z veseljem do informatike za pravno in poslovno svetovanje na podroèju varstva osebnih podatkov. Delo obsega: intervjuji s strankami, izdelava dokumentov, pisanje mnenj, reševanje primerov in telefonsko komunikacijo. Polovica dela bo potekala v pisarni, polovica pa na terenu (Ljubljana, Zagreb). Pogoji: starost nad 22 let, aktivno znanje hrvaškega jezika, lastnen prevoz. Motivacijsko pismo + CV sprejemajo na e-mail.; 1 ; 6 MESECEV/KASNEJE ZAPOSLITEV; Dopoldan; 267835
MARKETING;5,32 €/h neto;ANKARAN;Pomoè pri urejenju spletne strani, e-marketing (pošiljanje elektronskih novic, spletna trgivina) in pomoè pri trženju alternativnih izdelkov za zdravje. Pogoji: starost nad 18 let, urejenost in komunikativnost. Ob obojestranskem zadovoljstvu podjetje nudi tudi možnost kasnejše zaposlitve.; 1 ; DLJE ÈASA; Dopoldan; 267833
MARKETING;4,48 €/h neto;KRANJ;Pomoè pri urejenju spletne strani, e-marketing (pošiljanje elektronskih novic, spletna trgivina) in pomoè pri trženju alternativnih izdelkov za zdravje. Pogoji: starost nad 18 let, urejenost in komunikativnost. Plaèilo je od 5,30 do  6,30 € bruto/h. Ob obojestranskem zadovoljstvu podjetje nudi tudi možnost kasnejše zaposlitve.; 1 ; DLJE ÈASA; Dopoldan; 267832
MARKETING;4,48 €/h neto;LJUBLJANA;Pomoè pri urejenju spletne strani, e-marketing (pošiljanje elektronskih novic, spletna trgivina) in pomoè pri trženju alternativnih izdelkov za zdravje. Pogoji: starost nad 18 let, urejenost in komunikativnost. Plaèilo je od 5,30 do  6,30 € bruto/h. Ob obojestranskem zadovoljstvu podjetje nudi tudi možnost kasnejše zaposlitve.; 1 ; DLJE ÈASA; Dopoldan; 267830
GRAFIÈNO OBLIKOVANJE;5,58 €/h neto;LJUBLJANA;Grafièno oblikovanje za aktualne zloženke, kataloge, novice, lekate. Pogoj: nujne izkušnje s tovrstnim delom. Prijavo z referencami pošlji na e-mail.; 1 ; DLJE ÈASA; Dopoldan; 267829
STREŽBA;4,50 €/h neto;LJUBLJANA;Išèejo prijetno osebo za delo v manjšem lokalu. Pogoja sta polnoletnost in izkušnje.; 1 ; PO DOGOVORU; Po dogovoru; 267803
