delovno_mesto;placilo;lokacija;opis;st_prostih_mest;trajanje;delovnik;sifra

STREŽBA;5.00;MOKRONOG;Za delo v prijetnem lokalu potrebujejo polnoletno in komunikativno osebo. Delovnik bo po dogovoru.;1; PO DOGOVORU; Po dogovoru;268689

STREŽBA HRANE IN PIJAČE;5.00;LJUBLJANA;Potrebujejo natakarje/natakarice za delo v strežbi, ne v šanku. Delovne izkušnje so zaželene. Poznavanje vrst žganih pijač in piva je prednost.;2; DLJE ČASA; Popoldan;268683

STREŽBA;5.00;LJUBLJANA;Pogoji: starost nad 18 let in izkušnje v gostinstvu. Pričetek dela je takoj.;1; DLJE ČASA; Izmensko;268630

DELO NA BENCINSKEM SERVISU;4.00;ŠMARJE PRI JELŠAH;Podjetje išče osebo za delo na bencinskem servisu (delo v trgovini, pomoč pri prodaji, v baru ter avtopralnici, polnjenje polic in skrb za čistočo). Pogoja: starost nad 18 let ter resen odnos do dela.;2; DLJE ČASA; Izmensko;268618

STREŽBA;5.92;VRHNIKA;Podjetje išče pozitivni osebi z veseljem do dela. Zaželene izkušnje v strežbi. Pri plačilu možna tudi stimulacija.  Pokliči ali pošlji prijavo na e-naslov.;2; PO DOGOVORU; Po dogovoru;268593

GRADBENA DELA;5.00;GROSUPLJE- LJUBLJANA;Podjetje išče osebo za delo oz. pomoč na gradbišču in delavnici, ki zajema različna lažja, občasno težja fizična dela. Zaželeno je, da je kandidat iz okolice Grosuplja ali Ljubljane in da ima vozniški izpit B kategorije. Delovni čas po dogovoru.;1; 1 MESEC OZ PO DOGOVORU; Izmensko;268591

LAŽJA FIZIČNA DELA;5.00;LJUBLJANA;Za pomoč pri gradbenih delih potrebujejo polnoletne osebe. Pogoj je starost nad 18 let. Kandidati naj bodo tehnične smeri, saj bodo delali z napravami in stroji. Možna tudi kasnejša zaposlitev.;2; DLJE ČASA; Dopoldan;268521

STREŽBA;5.07;LJUBLJANA;V ljubljanskem lokalu iščejo sodelavca/ko za delo v strežbi. V  lokalu strežejo kavo, doma narejene ledene čaje, koktejle, širok izbor domačih in tujih piv, nekaj hrane, odvija se veliko kulturnih dogodkov in elektronske glasbe) Pogoj je starost nad 18 let.;2; PO DOGOVORU; Izmensko;268512

LAŽJA FIZIČNA DELA;5.07;LJUBLJANA;Podjetje išče osebo za lažja fizična dela na terenu. Pogoja sta starost nad 18 let in vozniški izpit B kategorije. Zaželene so izkušnje z vožnjo kombija, znanje angleščine, komunikativnost in organiziranost. Na e-mail pošljite kratek življenjepis ter delovne izkušnje.;4; PO DOGOVORU-DLJE ČASA; Po dogovoru;268462

DELO NA BENCINSKEM SERVISU;4.00;TREBNJE;Za delo na bencinskem servisu potrebujejo polnoletno osebo.;1; DLJE ČASA; Izmensko;268460

DELO NA TERENU;4.48;LJUBLJANA;Dostava hrane s skuterjem (50 ccm), ob slabem vremenu z avtom. Pogoji: starost nad 20 let, vozniški izpit B kategorije, izkušnje z vožnjo avtomobila ter skuterja, poznavanje Ljubljane in veselje do dela. Delo bo potekalo med tednom in med vikendi. Javite se samo resni in marljivi kadidati.;1; DLJE ČASA; Po dogovoru;268459

DELO NA TERENU;4.50;TRZIN;Podjetje potrebuje polnoletno osebo za razvoz hrane s službenim vozilom. Pogoj: vozniški izpit B-kategorije.;1; DLJE ČASA; Po dogovoru;268429

STREŽBA;4.50;MARIBOR CENTER;Kavarna išče študente/-ke za pomoč v strežbi. Dela poteka večinoma v dopoldanskem času med ponedeljkom in petkom. Zaželene izkušnje;3; PO DOGOVORU; Dopoldan;268410

STREŽBA;5.00;KRIŽEVCI PRI LJUTOMERU;Podjetje potrebuje osebi za strežbo. Pogoja sta urejenost in prijaznost.;2; DLJE ČASA; Izmensko;268340

STREŽBA;4.30;LJUBLJANA;Društvo potrebuje polnoletne osebe za samostojno delo v strežbi. Izkušnje so pogoj.;4; PO DOGOVORU; Izmensko;268313

PROGRAMIRANJE;5.07;LJUBLJANA;Podjetje iz Ljubljane išče osebe za razvoj naprednih, zahtevnih in varnih spletnih in drugih rešitev na področju e-poslovanja in upravljanja poslovnih procesov (BPM, workflow) v okolju Microsoft.NET. Pogoj je starost nad 20 let. Prijave sprejemajo na e-mail.;2; DLJE ČASA; Dopoldan;268278

POMOČ V STREŽBI;4.50;LJUBLJANA;Iščejo osebe z izkušnjami v strežbi za samostojno delo. Nudijo urejeno delovno mesto in stimulativno plačilo.;2; PO DOGOVORU; Po dogovoru;268244

STREŽBA;4.00;RAČE;Podjetje potrebuje polnoletno osebo za strežbo. Zaželene so izkušnje. Pogojia sta komunikativnost in veselje do dela z ljudmi. Nedelje so proste.;1; PO DOGOVORU, NEDELJE PROSTE; Izmensko;267727

DELO V KUHINJI;4.50;RADOVLJICA;Pripravljanje in čiščenje živil, čiščenje delovnih prostorov in pripomočkov ter posode, pomoč pri kuhanju in razdeljevanju hrane. Delo poteka v dveh izmenah.;2; DLJE ČASA; Izmensko;268236

STREŽBA;6.00;LJUBLJANA;Strežba hrane in pijače. Zaželene so izkušnje v strežbi in starost nad 18 let.;6; DLJE ČASA; Po dogovoru;268228

POMOČ V STREŽBI;5.50;TRBOVLJE;Iščejo polnoletno osebo za pomoč v strežbi. Prijave z življenjepisom pošljite na e-mail, za ostala vprašanja pokličite ali pošljite e-mail.;1; PO DOGOVORU; Izmensko;268189

VALEJ/VALEJKA;5.07;GROSUPLJE;Potrebujejo polnoletno osebo za delo valeja/jke. Delo poteka v prijetnem okolju in mladem kolektivu. K urni postavki se prištejeta tudi stimulacija in malica. Pogoja: komunikativnost in prijaznost. Prijave sprejemajo po telefonu in elektronski pošti.;1; DLJE ČASA; Izmensko;268174

STREŽBA HRANE IN PIJAČE;6.00;DOMŽALE, RODICA;Pivnica iz okolice Domžal išče polnoletno osebo za delo v strežbi hrane in pijače, zato so nujne izkušnje pri tovrstnem delu.;1; PO DOGOVORU; Po dogovoru;268158

STREŽBA;5.00;LJUBLJANA;Zahteve: zanesljivost, natančnost, samoiniciativnost, prijaznost in veselje do dela z ljudmi. Zaželene so izkušnje, niso pa pogoj. Nudijo urejen urnik in redno plačilo. Pričetek dela je čim prej oziroma po dogovoru. Pokliči.;2; DLJE ČASA; Izmensko;268102

STREŽBA;4.22;BRESTANICA;Potrebujejo osebi za strežbo v prijetni kavarni-slaščičarni.;2; PO DOGOVORU; Po dogovoru;268056

STREŽBA HRANE IN PIJAČE;4.50;LIPA (BELTINCI);Strežba in priprava pijač ter strežba hitro pripravljenih jedi. Za prijavo pokličite.;2; DLJE ČASA; Izmensko;268023

SOBAR/ICA;4.48;LJUBLJANA;Priprava sob za goste. Iščejo zanesljivo in natančno osebo. Zaželene so izkušnje.;1; DLJE ČASA; Dopoldan;267999

POMOČ V KUHINJI;4.48;LJUBLJANA;Podjetje išče zanesljivega študenta/ko za pomoč v kuhinji. Izkušnje so zaželene. Delo poteka večinoma v dopoldanski izmeni.;1; DLJE ČASA; Po dogovoru;267996

STREŽBA;5.32;LJUBLJANA;Iščejo študente/ke za delo v baru, kjer se družijo športniki po končanem treningu. Če se rad/a med delom zabavaš in smeješ, je to pravo delo zate. Pridruži se njihovi ekipi.;3; DLJE ČASA; Izmensko;267993

PREVAJANJE;8.50;PODGORJE;Za pomoč prevajanja tekstov za tuje trge iščejo študente, ki bi znali katerega izmed jezikov: poljski, češki, slovaški jezik.;2; DLJE ČASA; Dopoldan;267959

DELO V SKLADIŠČU;4.00;LJUBLJANA;Podjetje potrebuje več študentov za delo v skladišču: komisioniranje,  razkladanje, ostala dela po navodilih vodje. Pogoji: vestnost, pridnost, poštenost in zanesljivost. Zaželene so izkušnje z delom v skladišču in starost nad 18 let.;5; DLJE ČASA; Dopoldan;267936

POMOČ V STREŽBI;6.00;NOVO MESTO;Za delo v strežbi potrebujejo prijazno, komunikativno in polnoletno osebo, ki ima veselje do dela z ljudmi. Delo bo po dogovoru. Možna tudi redna zaposlitev. Plačilo: 7,1 € bruto/h, med vikendi 8,28 € bruto/h.;2; PO DOGOVORU; Po dogovoru;267935

VZDRŽEVANJE;4.00;ČRNUČE;Podjetje potrebuje nekaj študentov/študentk za pomoč pri vzdrževanju - lažja fizična dela in ostala dela po navodilih vodje  Pogoji: vestnost, pridnost, poštenost in zanesljivost.;2; DLJE ČASA; Dopoldan;267925

ADMINISTRATIVNA DELA;4.65;LJUBLJANA;Podjetje potrebuje polnoletno osebo za delo administrativno-komercialna dela. Potrebne so izkušnje s tovrstnim delom in poznavanje programov Microsoft Office (Word, Excel). Prijavo s kratko predstavitvijo pošljite na e-naslov. Možnost redne zaposlitve.;1; DLJE ČASA; Dopoldan;267915

STREŽBA HRANE IN PIJAČE;4.73;LJUBLJANA;V restavraciji s hitro prehrano iščejo pridne, zanesljive in samoiniciativne študente in dijake. Nudijo redno plačilo in fleksibilen urnik (delo lahko prilagodiš študijskim obveznostim).;10; DLJE ČASA; Po dogovoru;267914

STREŽBA;4.22;LJUBLJANA;Podjetje išče več polnoletnih, urejenih in komunikativnih oseb za delo v strežbi v prijetnem lokalu. Delo poteka med tednom izmensko, občasno tudi ob sobotah, nedelje in prazniki so prosti. Zaželene so izkušnje, niso pa pogoj.;2; DLJE ČASA; Izmensko;267886

STREŽBA;5.00;LJUBLJANA;Strežba za šankom v dnevnem baru. Pogoja sta starost nad 18 let in komunikativnost, zaželene izkušnje. Ob nedeljah in praznikih je lokal zaprt. Za več informacij pokliči.;1; DLJE ČASA; Izmensko;267866

STREŽBA;5.92;IZOLA;Podjetje išče več oseb za strežbo.   Pogoji: starost nad 18 let, izkušnje. Plačilo od 7,00 €/h do 10,00 €/h bruto.;3; DLJE ČASA; Izmensko;267849

STREŽBA;5.92;IZOLA;Podjetje išče več oseb za strežbo na dogodkih. Pogoji: starost nad 18 let, izkušnje. Plačilo od 7,00 €/h  do 10 €/h bruto.;3; PO DOGOVORU - OBČASNO DELO; Izmensko;267848

PRAVNE STORITVE;6.00;LJUBLJANA;Iščejo absolventa/tko prava z veseljem do informatike za pravno in poslovno svetovanje na področju varstva osebnih podatkov. Delo obsega: intervjuji s strankami, izdelava dokumentov, pisanje mnenj, reševanje primerov in telefonsko komunikacijo. Polovica dela bo potekala v pisarni, polovica pa na terenu (LJUBLJANA;1; 6 MESECEV/KASNEJE ZAPOSLITEV; Dopoldan;267835

MARKETING;5.32;ANKARAN;Pomoč pri urejenju spletne strani, e-marketing (pošiljanje elektronskih novic, spletna trgivina) in pomoč pri trženju alternativnih izdelkov za zdravje. Pogoji: starost nad 18 let, urejenost in komunikativnost. Ob obojestranskem zadovoljstvu podjetje nudi tudi možnost kasnejše zaposlitve.;1; DLJE ČASA; Dopoldan;267833

MARKETING;4.48;KRANJ;Pomoč pri urejenju spletne strani, e-marketing (pošiljanje elektronskih novic, spletna trgivina) in pomoč pri trženju alternativnih izdelkov za zdravje. Pogoji: starost nad 18 let, urejenost in komunikativnost. Plačilo je od 5,30 do  6,30 € bruto/h. Ob obojestranskem zadovoljstvu podjetje nudi tudi možnost kasnejše zaposlitve.;1; DLJE ČASA; Dopoldan;267832

MARKETING;4.48;LJUBLJANA;Pomoč pri urejenju spletne strani, e-marketing (pošiljanje elektronskih novic, spletna trgivina) in pomoč pri trženju alternativnih izdelkov za zdravje. Pogoji: starost nad 18 let, urejenost in komunikativnost. Plačilo je od 5,30 do  6,30 € bruto/h. Ob obojestranskem zadovoljstvu podjetje nudi tudi možnost kasnejše zaposlitve.;1; DLJE ČASA; Dopoldan;267830

GRAFIČNO OBLIKOVANJE;5.58;LJUBLJANA;Grafično oblikovanje za aktualne zloženke, kataloge, novice, lekate. Pogoj: nujne izkušnje s tovrstnim delom. Prijavo z referencami pošlji na e-mail.;1; DLJE ČASA; Dopoldan;267829

STREŽBA;4.50;LJUBLJANA;Iščejo prijetno osebo za delo v manjšem lokalu. Pogoja sta polnoletnost in izkušnje.;1; PO DOGOVORU; Po dogovoru;267803

POMOČ V STREŽBI;5.50;LOGATEC;Podjetje potrebuje osebi za delo v strežbi. Pogoj je starost nad 18 let. Delovni čas je fleksibilen. Zaželene izkušnje. Interesenti pošljite vlogo na e-mail podjetja. Možnost kasnejše redne zaposlitve.;2; DLJE ČASA; Izmensko;267800

STREŽBA;5.00;LJUBLJANA;V prijeten kolektiv vabijo komunikativno, zanesljivo in urejeno osebo za delo v šanku. Zaželene so izkušnje. Pogoj: polnoletnost. Delo je izmensko, lahko po dogovoru. Redno plačilo.;1; DLJE ČASA; Po dogovoru;267795

INŠTRUKCIJE;7.60;LJUBLJANA;Podjetje išče inštruktorja Access. Nudijo prilagodljiv delovni čas, nagrade, brezplačna izobraževanja. Prijave sprejemajo preko spletne strani,  navedene v podrobnostih oglasa.;1; DLJE ČASA; Po dogovoru;267769

REŠEVALEC/KA IZ VODE;8.00;BANOVCI, LENDAVA, RADENCI;Pogoj je starost nad 18 let. Potrebna je licenca za reševalca iz vode.;4; DLJE ČASA; Izmensko;267733

REŠEVALEC/KA IZ VODE;8.00;PTUJ;Pogoj je starost nad 18 let. Potrebna je licenca za reševalca iz vode.;4; DLJE ČASA; Izmensko;267730

STREŽBA;5.00;IZOLA;Podjetje išče 2 osebi za strežbo. Pogoj je starost nad 18 let. Zaželene izkušnje.;2; DLJE ČASA; Po dogovoru;267716

STREŽBA HRANE IN PIJAČE;6.20;LJUBLJANA;Delo v nočnem času. Pogoj je starost nad 18 let. Izkušnje niso pogoj. Če delaš podnevi, je urna postavka po dogovoru. Pokliči.;2; DLJE ČASA; Po dogovoru;267710

DELO V KUHINJI;5.00;SMOKUČ;Podjetje išče osebo za delo pizzopeka - kuharja - pomoč v kuhinji. Pizzerija je odprta v popoldanskem času, od pon. do pet. od 14. do 23. ure, med vikendom od 12. do 23. ure. Razpored dela je stvar dogovora in se prilagodi vašim obveznostim, tudi urna postavka je stvar dogovora, odvisna od sposobnosti in samostojnosti zaposlenega.;1; PO DOGOVORU; Popoldan;267692

STREŽBA;5.92;LJUBLJANA;Strežba v dnevni kavarni. Pogoji so: izkušnje, urejenost, komunikativnost in dinamičnost. Obratovalni čas lokala je od 6. do 21. ure. Nedelje in prazniki so prosti.;2; DLJE ČASA; Po dogovoru;267644

STREŽBA;4.50;ILIRSKA BISTRICA;Strežba v prijetnem lokalu. Plačilo: 4,50 - 5,50  (5,33 - 6,51 €/h bruto) + stimulacija. Pogoj je starost nad 18 let. Pomoč potrebujejo od septembra 2018.;1; OD SEPTEMBRA DALJE - DALJ ČASA; Izmensko;267640

STREŽBA;5.00;DOMŽALE;Iščejo osebo za delo v strežbi v prijetnem lokalu . Delo lahko poteka tudi čez vikend.;1; DLJE ČASA; Izmensko;267588

STREŽBA HRANE IN PIJAČE;5.00;LJUBLJANA;Iščejo študenta  za delo v strežbi hrane in pijače. Zaželene so izkušnje. Urna postavka je na začetku 5,92 € bruto, nato se veča glede na delo študenta. Pričakujejo zanesljivost, komunikativnost, učljivost, iskrenost, znanje slovenskega jezika in vsaj osnovno znanje angleškega jezika. Pričetek dela takoj.;2; DLJE ČASA; Izmensko;267571

STREŽBA;4.00;LENART;Podjetje potrebuje več polnoletnih oseb za strežbo v baru ob avtocesti.;3; PO DOGOVORU; Izmensko;267549

STREŽBA;5.00;KAMNIK;Lokal iz Kamnika išče polnoletno osebo za delo v strežbi. Zaželene so izkušnje, niso pa pogoj. Delovnik je izmenski.;1; DLJE ČASA; Po dogovoru;267529

STREŽBA HRANE IN PIJAČE;6.76;LAZARET;Podjetje išče osebo za strežbo hrane in pijače. Pogoj je starost nad 20 let. Zaželene izkušnje. Dela se v večernih urah.;1; DLJE ČASA; Po dogovoru;267528

POSPEŠEVANJE PRODAJE;4.00;LJUBLJANA;Pogoj je starost nad 18 let. Potrebujejo osebo za posepeševanje prodaje (zlaganje blaga v trgovinah, urejanje prodajnega prostora, postavljanje stojal, urejanje promo materialov ...). Kilometrina plačana 0,20 €/km, lasten prevoz.;1; DLJE ČASA; Po dogovoru;267479

POMOČ V STREŽBI;4.00;ROGAŠKA SLATINA;Bar išče zanesljivo, pošteno, komunikativno, prijazno, pridno in simpatično osebo za delo v strežbi.;2; DLJE ČASA; Izmensko;267467

POMOČ V KUHINJI;4.80;LJUBLJANA;Iščejo odgovorno, urejeno, delovno osebo za pomoč pri pripravi zdrave hrane. Zaželene izkušnje pri delu v kuhinji. Pomoč potrebujejo približno 3x tedensko. Organiziran imajo prevoz iz Ljubljane v Domžale. Prijave na prosto delovno mesto na e-mail.;1; PO DOGOVORU; Dopoldan;267461

PRODAJA;4.00;CELJE;Prodaja kruha in peciva ter izdelava sendvičev. Pričetek dela je takoj.;1; DLJE ČASA; Izmensko;267446

DELO NA TERENU;5.07;TEREN, SLOVENIJA;Podjetje potrebuje vestno, zanesljivo in prijazno osebo za pomoč pri prevozih reševalnega vozila. Delovnik poteka po potrebi in dogovoru. Pogoji: starost nad 20 let, empatija, srednješolska izobrazba zdravstveni tehnik ali študij v zdravstvu in najmanj 2 leti vozniški izpit B kategorije. Interesenti naj pokličejo na kontakt podjetja.;2; DLJE ČASA, PO DOGOVORU; Po dogovoru;267418

ČIŠČENJE;4.22;SNOVIK;Podjetje potrebuje polnoletne osebe za delo sobarice - čistilke (čiščenje sob, apartmajev ...) ter za delo redarja na bazenu (skrb za urejen videz bazenskega komplesa, kontrola ...). Plačilo: 5 - 5,5 € bruto/h.Delo je izmensko in poteka tudi med vikendi.;5; DLJE ČASA; Izmensko;267380

POMOČ PRI PRODAJI;4.31;KOPER, LUCIJA;Podjetje išče več polnoletnih oseb za pomoč pri prodaji predvsem ob vikendih in občasno tudi med tednom. Urna postavka za delo ob nedeljah je 8,28 €/h bruto, za delo od ponedeljka do sobote pa 5,10 €/h bruto.;5; DALJ ČASA; Izmensko;267359

STREŽBA;4.50;MARIBOR;Iščejo zanesljive, odgovorne in poštene osebe za delo v strežbi. Zaželene so izkušnje.;3; DLJE ČASA; Izmensko;267339

STREŽBA;5.00;BAČ;Podjetje išče simpatične kandidate za pomoč v strežbi. Izkušnje so zaželjene, niso pa pogoj. Gostilna je odprta vse dni v tednu, lahko pa delate tudi samo ob vikendih. Pokličite.;1; DLJE ČASA; Izmensko;267330

PORTIR;4.00;ŠMARJEŠKE TOPLICE;Iščejo kandidata/ko za sprejem gostov, prevzem in prenos prtljage, dajanje enostavnih informacij in upravljanje s tehnično opremo. Pogoji: znanje vsaj enega tujega jezika, vozniški izpit B-kategorije, osebna urejenost, prijaznost, umirjenost. Zaželena bližina prebivališča.;1; DLJE ČASA; Po dogovoru;267317

STREŽBA;4.22;LESCE;Strežba pijače v dnevnem lokalu. Urna postavka se giblje od 5 do 7 €/h bruto. Pogoj je starost nad 18 let. Možnost nastanitve. Kasneje tudi možnost redne zaposlitve.;2; PO DOGOVORU; Izmensko;267275

DELO V PROIZVODNJI;4.56;HORJUL;Za delo v proizvodnji plastike potrebujejo več študentov. Delo obsega: kontrolo, zlaganje in pakiranje plastičnih izdelkov in pripravo materiala. Pogoji: natančnost, resnost in zanesljivost. Delo poteka dvoizmensko, razpored po dogovoru.;3; DLJE ČASA; Izmensko;267263

ZDRAVSTVENA NEGA;5.07;LJUBLJANA;Pogoj je starost nad 17 let. Podjetje potrebuje več oseb za pomoč pri negovanju v domu starejših občanov. Pogoj: izobraževanje v zdravsteni smeri. Pokliči ali piši na e-naslov.;5; DLJE ČASA; Po dogovoru;267254

STREŽBA;4.00;LAŠKO / CELJE / ŠENTJUR;Na bencinskem servisu v Celju, Laškem ali Šentjurju iščejo osebe za strežbo pijač. Plačilo je 4,73 € bruto/h + stimulacija.;3; PO DOGOVORU; Izmensko;267249

STREŽBA;4.22;MIHOVCI PRI VELIKI NEDELJI;"Podjetje potrebuje polnoletno, komunikativno in vestno osebo za delo v strežbi. Lokal obratuje od ponedeljka do sobote, delovni čas je po potrebi in dogovoru. Pogoj; veselje do dela s strankami. Interesenti naj pokličejo ali pošljejo vlogo na kontakt podjetja.";1; DLJE ČASA, PO POTREBI; Izmensko;267219

PRODAJA;4.65;VIR;Samostojno delo v trgovini z živili in mešanim blagom. Pogoja sta starost nad 18 let ter odgovornost. Obvezne  izkušnje z delom v živilski trgovini.;1; DLJE ČASA; Po dogovoru;267158

PROMOCIJA;5.50;LJUBLJANA;Podjetje iz Ljubljane potrebuje komunikativno, simpatično in vsaj 18 let staro osebo za promocijo stolov in skirojev s šolsko torbo. Delo poteka med vikendi in na sejmih.;4; DLJE ČASA, OBČASNO; med vikendom;267139

DELO V KUHINJI;4.00;OTOČEC;Iščejo polnoletne osebe za opravljanje del v gostinstvu - strežba jedi in pijač, pomožna dela v kuhinji. Urna postavka se lahko zviša do 5,5 € bruto. Pogoji: izkušnje v gostinstvu, želja za delo v gostinstvu, prijaznost, urejenost, fleksibilnost, znanje enega tujega jezika ter opravljen vozniški izpit B kategorije.;1; OBČASNO, PO DOGOVORU; Po dogovoru;267134

DELO V KUHINJI;4.00;ŠMARJEŠKE TOPLICE;Iščejo polnoletne osebe za opravljanje del v gostinstvu - strežba jedi in pijač, pomožna dela v kuhinji. Urna postavka se lahko zviša do 5,5 € bruto. Pogoji: izkušnje v gostinstvu, želja za delo v gostinstvu, prijaznost, urejenost, fleksibilnost, znanje enega tujega jezika ter opravljen vozniški izpit B kategorije.;1; OBČASNO, PO DOGOVORU; Po dogovoru;267133

DELO V KUHINJI;4.00;DOLENJSKE TOPLICE;Iščejo polnoletne osebe za opravljanje del v gostinstvu - strežba jedi in pijač, pomožna dela v kuhinji. Urna postavka se lahko zviša do 5,5 € bruto. Pogoji: izkušnje v gostinstvu, želja za delo v gostinstvu, prijaznost, urejenost, fleksibilnost, znanje enega tujega jezika ter opravljen vozniški izpit B kategorije.;1; OBČASNO, PO DOGOVORU; Po dogovoru;267131

STREŽBA;5.00;DOB;Prijeten lokal išče pomoč v strežbi. Urnik se prilagaja obveznostim.;1; DLJE ČASA; Izmensko;267129

DELO NA TERENU;5.07;VALBURGA 30;Iščejo več študentov za postavljanje koncertnih odrov in konstrukcij ter razna dela na sedežu podjetja. Delo poteka tudi med vikendi in v nočnem času. Od kandidata pričakujejo: poklicno oz. srednješolsko izobrazbo, vozniško dovoljenje B ali B+E kategorije, fleksibilen čas za delo, tudi nočno delo, fizično moč, odgovornost do dela in komunikacijske sposobnosti. Dobrodošle so izkušnje na področju postavitve konstrukcij, niso pa pogoj.;6; DLJE ČASA; Po dogovoru;267047

POMOČ PRI PRODAJI;4.31;LJUBLJANA;Podjetje išče polnoletni osebi za pomoč pri prodaji. Urna postavka za delo ob nedeljah je 8,28 € bruto/h, za delo od ponedeljka do sobote pa 5,10 € bruto/h. Podjetje si želi daljšega sodelovanja.;2; DELJ ČASA; Po dogovoru;266981

STREŽBA;4.65;LJUBLJANA;Iščejo dve simpatični in prijazni osebi z izkušnjami, za delo v prijetnem baru. Pokliči ali pošlji prijavo na e-naslov.;2; DLJE ČASA; Izmensko;266960

STREŽBA;4.22;KAMNIK POD KRIMOM;Točenje pijač v lokalu. Zaželene izkušnje, niso pa pogoj.;2; DLJE ČASA ALI PO DOGOVORU; Dopoldan;266907

LAŽJA FIZIČNA DELA;4.00;KOPER;Podjetje išče polnoletno osebo za lažja fizična dela.;1; DLJE ČASA; Izmensko;266877

PARKIRANJE VOZIL;4.00;KOPER;Podjetje išče več oseb za vožnjo avtomobilov v Luki. Pogoji: starost nad 20 let, izpit B kategorije vsaj 2 leti. Dela se v treh izmenah. Delo je primerno tako za fante kot tudi za dekleta. Plačilo od 4,73 do 5,33 €/h bruto.;5; DLJE ČASA; Izmensko;266876

STREŽBA;4.00;SEVNICA;Strežba v prijetnem lokalu poleg trgovine. Pogoj je starost nad 18 let.;2; PO DOGOVORU; Po dogovoru;266863

STREŽBA;5.00;DOMŽALE;Lokal išče simpatične in komunikativne osebe za delo v strežbi. Pogoj je starost nad 18 let. Plačilo je od 5,92 do 7,10 €/h bruto.;2; DLJE ČASA; Po dogovoru;266854

BLAGAJNIK;4.22;JESENICE;Podjetje potrebuje polnoletno osebo za delo na blagajni. Med tednom je urna postavka 5 € bruto, od nedeljah je 6 € bruto. Delovnik po dogovoru s podjetjem. Prijave s telefonsko številko sprejemajo na e-mail.;1; DLJE ČASA; Po dogovoru;266851

STREŽBA;5.50;BEVKE;Strežba v baru športnega parka. Pogoja: starost nad 18 let ter urejenost.  Izkušnje niso pogoj. Delo poteka med vikendi, izmensko, (možnost dogovora tudi za delo med tednom). Plačilo: 6,51 € bruto + stimulacija.;1; PO DOGOVORU; med vikendom;266824

DELO NA TERENU;4.22;VZHODNA SLOVENIJA;Montaža in demontaža prireditvene opreme. Variabilni delovni čas. Pogoja: starost nad 18 let in izpit B kategorije (najmanj od 2 do 3 leta). Podjetje pričakuje zanesljive, vestne, odgovorne in poštene kandidate. Začetna urna postavka je 5 € bruto, dobre delovne navade nagradijo.;2; DLJE ČASA; Po dogovoru;266821

STREŽBA;5.00;LJUBLJANA;;1; DLJE ČASA; Po dogovoru;266820

STREŽBA;6.70;LJUBLJANA;Za delo v šanku išče podjetje osebo z izkušnjami.  Nudijo prilagodljiv urnik dela, prijazen kolektiv. Pogoj so izkušnje.;1; DLJE ČASA; Po dogovoru;266789

STREŽBA;5.07;VRHNIKA;Podjetje išče osebo za delo v strežbi. Pogoji: starost nad 18 let, simpatičnost in komunikativnost.;1; PO DOGOVORU; Izmensko;266786

STREŽBA;4.65;LJUBLJANA;Podjetje išče osebe za delo v lokalu. Pogoj so izkušnje. Plačilo je od 5,5 €/h bruto do 6 €/h bruto. Za prijavo pokliči.;3; DLJE ČASA; Izmensko;266784

STREŽBA HRANE IN PIJAČE;5.92;LOKEV;Potrebujejo več komunikativnih oseb za pomoč v strežbi hrane in pijače. Prijavo pošlji na e-mail.;3; PO DOGOVORU; Po dogovoru;266781

DELO V PROIZVODNJI;4.00;SEVNICA;Potrebujejo osebo za pomožna dela v proizvodnji. Gre za enostavna nezahtevna dela (obrezovanje, sortiranje. zlaganje, brušenje, štetje, pregled...). Poleg plačila nudijo tudi topel obrok. Prijave sprejemajo na elektronski naslov.;1; DLJE ČASA; Dopoldan;266704

STREŽBA;4.00;LOKEV;Pomoč v strežbi poteka v mladem kolektivu. Odpiralni čas lokala: med tednom: 07.00-21.00, sobote: 07.00-20.00, nedelje in prazniki: 7.00-13.00. Urna postavka se giblje med 4,73 in 6,69 € bruto. Redno plačilo.;2; PO DOGOVORU, DLJE ČASA; Po dogovoru;266683

PRODAJA;4.22;MARIBOR - CENTER;Podjetje potrebuje polnoletno, vestno, zanesljivo in komunikativno osebo za prodajo v pekarni. Delo je izmensko in poteka po dogovoru. Vloge pričakujejo na e-mail podjetja.;1; DLJE ČASA; Izmensko;266617

ELEKTROTEHNIČNA DELA;5.07;KAMNIK, LJUBLJANA;Iščejo študenta za različna elektrotehnična dela na objektih- razsvetljava, elektroinštalacije, izdelava razdelilnikov. Delo je večinoma na terenu. Zaželene so izkušnje iz elektrotehnike, niso pa pogoj. Plačilo je stvar dogovora in je odvisno od izkušenj. Možnost dolgoročnega sodelovanja.;1; PO DOGOVORU; Dopoldan;266587

PROMOCIJA;4.10;POSTOJNA;Podjetje išče kandidata za promocijo znamenitosti parka. Stimulativno plačilo za delo - k osnovni postavki 4,85 € bruto/h (4,1 € neto/h) je možna do 35% stimulacija. Zahtevano pogovorno znanje nemškega ali iitalijanskega jezika.;1; OBČASNO; Po dogovoru;266579

